movie_title,actor_1_name,actor_2_name,actor_3_name
I Can Do Bad All by Myself ,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson
Fight Valley ,Kari J. Kramer,Erin O'Brien,Cabrina Collesides
The Switch ,Caroline Dhavernas,Scott Elrod,Kelli Barrett
Just Married ,Taran Killam,David Agranov,David Moscow
The Devil's Double ,Mem Ferda,Dominic Cooper,Ludivine Sagnier
"Gone, Baby, Gone             ",Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio
Thomas and the Magic Railroad ,Mara Wilson,Colm Feore,Peter Fonda
The Crazies ,Radha Mitchell,Glenn Morshower,John Aylward
Spirited Away ,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino
Firestorm ,Andy Lau,Michael Wong,Terence Yin
The Bounty ,Liam Neeson,Anthony Hopkins,Laurence Olivier
The Book Thief ,Emily Watson,Sophie Nélisse,Roger Allam
Sex Drive ,Katrina Bowden,Michael Cudlitz,Alice Greczyn
Leap Year ,Adam Scott,Kaitlin Olson,Dominique McElligott
The Fall of the Roman Empire ,James Mason,Mel Ferrer,Stephen Boyd
Take Me Home Tonight ,Topher Grace,Michael Biehn,Dan Fogler
Won't Back Down ,Holly Hunter,Rosie Perez,Dante Brown
The Nutcracker ,Darci Kistler,Kyra Nichols,Margaret Tracey
Kansas City ,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson
Indignation ,Logan Lerman,Sarah Gadon,Tracy Letts
The Amityville Horror ,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds
Adaptation. ,Nicolas Cage,Meryl Streep,Roger Willie
Land of the Dead ,Tony Nappo,Shawn Roberts,Pedro Miguel Arce
Out of Inferno ,Louis Koo,Angelica Lee,Ching Wan Lau
Fear and Loathing in Las Vegas ,Johnny Depp,Michael Jeter,Ellen Barkin
The Invention of Lying ,Jennifer Garner,Tina Fey,Martin Starr
Neighbors ,Craig Roberts,Carla Gallo,Ike Barinholtz
The Mask ,Peter Greene,Amy Yasbeck,Reg E. Cathey
Big ,Tom Hanks,Jon Lovitz,John Heard
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,Luenell,Ken Davitian,Chester
Legally Blonde ,Linda Cardellini,Raquel Welch,Alanna Ubach
Star Trek III: The Search for Spock ,Leonard Nimoy,Nichelle Nichols,Walter Koenig
The Exorcism of Emily Rose ,Tom Wilkinson,Colm Feore,JR Bourne
Deuce Bigalow: Male Gigolo ,Amy Poehler,Eddie Griffin,Bree Turner
Left Behind ,Nicolas Cage,Lea Thompson,Quinton Aaron
The Family Stone ,Craig T. Nelson,Paul Schneider,Tyrone Giordano
Barbershop 2: Back in Business,Harry Lennix,Sean Patrick Thomas,Kenan Thompson
Bad Santa ,Bernie Mac,Tony Cox,Alex Borstein
Austin Powers: International Man of Mystery ,Will Ferrell,Charles Napier,Robert Wagner
My Big Fat Greek Wedding 2,Nia Vardalos,Louis Mandylor,Joey Fatone
Diary of a Wimpy Kid: Rodrick Rules ,Zachary Gordon,Rachael Harris,Fran Kranz
Predator ,Shane Black,Bill Duke,Carl Weathers
Amadeus ,Jeffrey Jones,F. Murray Abraham,Tom Hulce
Prom Night ,Ming-Na Wen,Scott Porter,Collins Pennie
Mean Girls ,Tina Fey,Amy Poehler,Neil Flynn
Under the Tuscan Sun ,Raoul Bova,Lindsay Duncan,Mario Monicelli
Gosford Park ,Kristin Scott Thomas,Bob Balaban,Tom Hollander
The O.C.             ,Peter Gallagher,Melinda Clarke,Tate Donovan
Peggy Sue Got Married ,Nicolas Cage,Kathleen Turner,Joan Allen
Birdman or (The Unexpected Virtue of Ignorance) ,Emma Stone,Naomi Watts,Merritt Wever
Blue Jasmine ,Sally Hawkins,Charlie Tahan,Andrew Dice Clay
United 93,Christian Clemenson,David Alan Basche,Susan Blommaert
Honey ,Christian Monzon,Mekhi Phifer,Romeo Miller
Glory ,Denzel Washington,Morgan Freeman,Matthew Broderick
Spy Hard ,Hulk Hogan,Barry Bostwick,Nicollette Sheridan
The Fog ,Jamie Lee Curtis,Hal Holbrook,Janet Leigh
Soul Surfer ,Dennis Quaid,Chris Brochu,Craig T. Nelson
Catch-22,Bob Newhart,Bob Balaban,Martin Balsam
Observe and Report ,Collette Wolfe,Celia Weston,Dan Bakkedahl
Conan the Destroyer ,Mako,Olivia d'Abo,Grace Jones
Raging Bull ,Robert De Niro,Cathy Moriarty,Frank Vincent
Love Happens ,Judy Greer,Sasha Alexander,Frances Conroy
Young Sherlock Holmes ,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones
Fame ,Kelsey Grammer,Kay Panabaker,Megan Mullally
127 Hours,James Franco,Treat Williams,Kate Burton
Small Time Crooks ,Woody Allen,Jon Lovitz,Michael Rapaport
Center Stage ,Amanda Schull,Susan May Pratt,Ethan Stiefel
Love the Coopers ,Olivia Wilde,Alex Borstein,Timothée Chalamet
Catch That Kid ,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt
Life as a House ,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas
Steve Jobs ,Kate Winslet,Michael Fassbender,Michael Stuhlbarg
"I Love You, Beth Cooper ",Alan Ruck,Marie Avgeropoulos,Shawn Roberts
Youth in Revolt ,Steve Buscemi,Ari Graynor,Fred Willard
The Legend of the Lone Ranger ,Jason Robards,Richard Farnsworth,Michael Horse
The Tailor of Panama ,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis
Blow Out ,Nancy Allen,Dennis Franz,John McMartin
Getaway ,Rebecca Budig,Paul Freeman,Bruce Payne
The Ice Storm ,Joan Allen,Kate Burton,Henry Czerny
And So It Goes ,Yaya DaCosta,Annie Parisse,Frankie Valli
Troop Beverly Hills ,Craig T. Nelson,Shelley Long,Kellie Martin
Being Julia ,Miriam Margolyes,Shaun Evans,Juliet Stevenson
9½ Weeks,David Margulies,Karen Young,Kim Chan
Dragonslayer ,Ian McDiarmid,Ralph Richardson,Albert Salmi
The Last Station ,David Masterson,Kerry Condon,Anne-Marie Duff
Ed Wood ,Johnny Depp,Bill Murray,Martin Landau
Labor Day ,J.K. Simmons,Kate Winslet,Brooke Smith
Mongol: The Rise of Genghis Khan ,Tadanobu Asano,Khulan Chuluun,Honglei Sun
RocknRolla ,Tom Hardy,Gerard Butler,Tom Wilkinson
Megaforce ,Barry Bostwick,Michael Beck,Henry Silva
Hamlet ,Julie Christie,Brian Blessed,Richard Briers
Mao's Last Dancer ,Bruce Greenwood,Suzie Steen,Aden Young
Midnight Special ,Kirsten Dunst,Sam Shepard,Paul Sparks
Anything Else ,Woody Allen,Stockard Channing,Fisher Stevens
The Railway Man ,Jeremy Irvine,Colin Firth,Sam Reid
Unforgettable             ,Poppy Montgomery,Dylan Walsh,Dallas Roberts
The White Ribbon ,Ulrich Tukur,Burghart Klaußner,Leonie Benesch
Restoration ,Zack Ward,Anna Harr,James Cullen Bressack
The Wraith ,Clint Howard,Randy Quaid,Nick Cassavetes
The Salton Sea ,Adam Goldberg,Meat Loaf,Anthony LaPaglia
Metallica Through the Never ,James Hetfield,Mackenzie Gray,Lars Ulrich
The Informers ,Austin Nichols,Brad Renfro,Lou Taylor Pucci
Carlos             ,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler
I Come with the Rain ,Takuya Kimura,Simón Andreu,Shawn Yue
One Man's Hero ,Tom Berenger,Joaquim de Almeida,Mark Moses
Day of the Dead ,Greg Nicotero,John Amplas,Joseph Pilato
I Am Wrath ,Sam Trammell,Rebecca De Mornay,Amanda Schull
Renaissance ,Romola Garai,Catherine McCormack,Kevork Malikyan
Forsaken ,Demi Moore,Landon Liboiron,Michael Wincott
Red Sonja ,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman
Red Lights ,Robert De Niro,Toby Jones,Craig Roberts
Superbad ,Emma Stone,Joe Lo Truglio,Kevin Corrigan
Madea Goes to Jail ,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke
Wolves ,Jason Momoa,Jennifer Hale,Stephen McHattie
Step Up 2: The Streets,Cassie Ventura,Mari Koda,Luis Rosado
Hoodwinked! ,Anne Hathaway,Chazz Palminteri,Jim Belushi
Hotel Rwanda ,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim
Hitman ,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen
Black Nativity ,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall
The Prince ,Bruce Willis,50 Cent,Jessica Lowndes
City of Ghosts ,Kirk Fox,Shawn Andrews,Rob Campbell
The Others ,Fionnula Flanagan,Elaine Cassidy,Eric Sykes
Aliens ,Michael Biehn,Carrie Henn,Jenette Goldstein
My Fair Lady ,Jeremy Brett,Rex Harrison,Theodore Bikel
I Know What You Did Last Summer ,Muse Watson,Sarah Michelle Gellar,Anne Heche
Let's Be Cops ,Rob Riggle,Damon Wayans Jr.,James D'Arcy
Sideways ,Virginia Madsen,Patrick Gallagher,M.C. Gainey
Beerfest ,Chris Moss,Owain Yeoman,Jay Chandrasekhar
Halloween ,Jamie Lee Curtis,Donald Pleasence,P.J. Soles
Hero ,Jet Li,Tony Chiu Wai Leung,Maggie Cheung
Good Boy! ,Liam Aiken,Molly Shannon,Kevin Nealon
The Best Man Holiday ,Harold Perrineau,Sanaa Lathan,Eddie Cibrian
Smokin' Aces ,Ryan Reynolds,Common,Alex Rocco
Saw 3D: The Final Chapter,Costas Mandylor,Gina Holden,Betsy Russell
40 Days and 40 Nights,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo
TRON: Legacy ,Jeff Bridges,Olivia Wilde,James Frain
